,budget,release_date,revenue,title,month,year,rating,season,genre_1,profitability
8984,30000000.0,2017-07-26,100014025.0,Atomic Blonde,7,2017,R,Summer,Action,70014025.0
2948,12000000.0,2012-03-01,100000000.0,Project X,3,2012,R,Spring,Comedy,88000000.0
1165,25000000.0,2012-04-19,99357138.0,The Lucky One,4,2012,PG-13,Spring,Drama,74357138.0
16252,75000000.0,2018-08-02,99138899.0,Christopher Robin,8,2018,PG,Summer,Adventure,24138899.0
8645,5500000.0,2013-07-20,99067206.0,Instructions Not Included,7,2013,PG-13,Summer,Comedy,93567206.0
1289,53000000.0,2015-09-04,98837872.0,Black Mass,9,2015,R,Fall,Drama,45837872.0
13330,5000000.0,2015-09-10,98450062.0,The Visit,9,2015,PG-13,Fall,Horror,93450062.0
3549,13000000.0,2011-02-11,98441954.0,Justin Bieber: Never Say Never,2,2011,G,Winter,Documentary,85441954.0
1483,38000000.0,2013-09-02,98337295.0,Riddick,9,2013,R,Fall,Science Fiction,60337295.0
502,75000000.0,2010-06-04,98159963.0,Killers,6,2010,PG-13,Summer,Action,23159963.0
21132,20000000.0,2018-08-29,97644617.0,A Simple Favor,8,2018,R,Summer,Crime,77644617.0
3547,28000000.0,2013-02-07,97594140.0,Safe Haven,2,2013,PG-13,Winter,Romance,69594140.0
491,40000000.0,2011-02-14,97552050.0,Paul,2,2011,R,Winter,Adventure,57552050.0
967,17000000.0,2013-04-05,97542952.0,Evil Dead,4,2013,R,Spring,Horror,80542952.0
7711,50000000.0,2014-10-01,97437106.0,The Book of Life,10,2014,PG,Fall,Animation,47437106.0
875,40000000.0,2011-04-11,97138686.0,Scream 4,4,2011,R,Spring,Horror,57138686.0
2600,1500000.0,2010-09-13,97009150.0,Insidious,9,2010,PG-13,Fall,Horror,95509150.0
846,28000000.0,2010-03-22,96188903.0,Kick-Ass,3,2010,R,Spring,Action,68188903.0
2838,12000000.0,2012-04-16,96070507.0,Think Like a Man,4,2012,PG-13,Spring,Comedy,84070507.0
591,37000000.0,2011-01-28,96047633.0,The Rite,1,2011,PG-13,Winter,Drama,59047633.0
12638,25000000.0,2019-08-08,95438172.0,Scary Stories to Tell in the Dark,8,2019,PG-13,Summer,Horror,70438172.0
390,35000000.0,2015-05-20,95437994.0,Poltergeist,5,2015,PG-13,Summer,Horror,60437994.0
2187,60000000.0,2013-08-21,95396573.0,The Mortal Instruments: City of Bones,8,2013,PG-13,Summer,Action,35396573.0
1476,94000000.0,2011-12-15,95311434.0,The Flowers of War,12,2011,R,Holiday,Drama,1311434.0
58,40000000.0,2013-04-12,95020213.0,42,4,2013,PG-13,Spring,Drama,55020213.0
2155,55000000.0,2013-10-10,95000000.0,Captain Phillips,10,2013,PG-13,Fall,Action,40000000.0
284,100000000.0,2010-03-11,94882889.0,Green Zone,3,2010,R,Spring,War,-5117111.0
20768,3500000.0,2018-04-12,94841481.0,Truth or Dare,4,2018,PG-13,Spring,Thriller,91341481.0
4943,11500000.0,2016-01-21,94073028.0,Dirty Grandpa,1,2016,R,Winter,Comedy,82573028.0
9982,100000000.0,2016-08-17,94061311.0,Ben-Hur,8,2016,PG-13,Summer,Action,-5938689.0
9569,21000000.0,2018-03-14,94017294.0,Blockers,3,2018,R,Spring,Comedy,73017294.0
1393,100000000.0,2015-11-20,93820758.0,In the Heart of the Sea,11,2015,PG-13,Holiday,Thriller,-6179242.0
298,25000000.0,2010-12-17,93617009.0,The Fighter,12,2010,R,Holiday,Drama,68617009.0
7538,27000000.0,2016-05-12,93282604.0,Money Monster,5,2016,R,Summer,Thriller,66282604.0
10690,20000000.0,2017-03-03,92924405.0,The Shack,3,2017,PG-13,Spring,Drama,72924405.0
18635,35000000.0,2018-10-11,92503612.0,Goosebumps 2: Haunted Halloween,10,2018,PG,Fall,Adventure,57503612.0
96,40000000.0,2011-01-07,91627228.0,Season of the Witch,1,2011,PG-13,Winter,Adventure,51627228.0
674,50000000.0,2019-09-19,91490353.0,Rambo: Last Blood,9,2019,R,Fall,Action,41490353.0
2383,12000000.0,2018-05-03,91244913.0,Overboard,5,2018,PG-13,Summer,Romance,79244913.0
5694,38000000.0,2013-09-02,90247624.0,Rush,9,2013,R,Fall,Drama,52247624.0
737,40000000.0,2010-06-04,90029656.0,Get Him to the Greek,6,2010,R,Summer,Comedy,50029656.0
312,82000000.0,2011-03-24,89792502.0,Sucker Punch,3,2011,PG-13,Spring,Action,7792502.0
533,55000000.0,2010-11-23,89519773.0,Burlesque,11,2010,PG-13,Holiday,Drama,34519773.0
7153,3000000.0,2013-05-31,89328627.0,The Purge,5,2013,R,Summer,Science Fiction,86328627.0
683,255000000.0,2013-07-03,89289910.0,The Lone Ranger,7,2013,PG-13,Summer,Action,-165710090.0
22266,13500000.0,2019-07-11,89203432.0,Crawl,7,2019,R,Summer,Thriller,75703432.0
1825,42000000.0,2011-03-11,89162162.0,Red Riding Hood,3,2011,PG-13,Spring,Fantasy,47162162.0
14026,18000000.0,2016-03-23,88923251.0,My Big Fat Greek Wedding 2,3,2016,PG-13,Spring,Romance,70923251.0
11045,22000000.0,2014-08-06,88880821.0,The Hundred-Foot Journey,8,2014,PG,Summer,Drama,66880821.0
10793,20000000.0,2014-10-22,88761661.0,John Wick,10,2014,R,Fall,Action,68761661.0
16508,36000000.0,2016-12-06,88528280.0,Collateral Beauty,12,2016,PG-13,Holiday,Drama,52528280.0
5211,20000000.0,2015-11-06,88346473.0,Spotlight,11,2015,R,Holiday,Drama,68346473.0
22135,26000000.0,2019-06-27,88092097.0,Yesterday,6,2019,PG-13,Summer,Comedy,62092097.0
4134,35000000.0,2012-12-20,88058786.0,This Is 40,12,2012,R,Holiday,Comedy,53058786.0
8634,30000000.0,2014-07-01,87937815.0,Deliver Us from Evil,7,2014,R,Summer,Thriller,57937815.0
7977,59000000.0,2018-03-15,87625666.0,Sherlock Gnomes,3,2018,PG,Spring,Animation,28625666.0
5702,25000000.0,2013-04-18,87305549.0,Pain & Gain,4,2013,R,Spring,Thriller,62305549.0
7216,12000000.0,2013-08-16,87100449.0,About Time,8,2013,R,Summer,Comedy,75100449.0
3585,39200000.0,2013-08-01,86758912.0,Snowpiercer,8,2013,R,Summer,Action,47558912.0
9693,40000000.0,2014-05-22,86410000.0,A Million Ways to Die in the West,5,2014,R,Summer,Comedy,46410000.0
36,69000000.0,2010-07-30,86387857.0,Dinner for Schmucks,7,2010,PG-13,Summer,Comedy,17387857.0
9318,5000000.0,2014-01-01,86362372.0,Paranormal Activity: The Marked Ones,1,2014,R,Winter,Horror,81362372.0
5857,40000000.0,2016-08-17,86234523.0,War Dogs,8,2016,R,Summer,Comedy,46234523.0
9928,45000000.0,2014-07-16,86165646.0,Step Up All In,7,2014,PG-13,Summer,Romance,41165646.0
99,36000000.0,2011-02-25,86157237.0,Hall Pass,2,2011,R,Winter,Comedy,50157237.0
2009,27000000.0,2011-08-18,85564310.0,Spy Kids: All the Time in the World,8,2011,PG,Summer,Family,58564310.0
13526,12000000.0,2015-06-18,85512300.0,Paper Towns,6,2015,PG-13,Summer,Drama,73512300.0
39,14000000.0,2012-08-30,85446075.0,The Possession,8,2012,PG-13,Summer,Horror,71446075.0
629,40000000.0,2011-03-17,85412898.0,The Lincoln Lawyer,3,2011,R,Spring,Crime,45412898.0
13192,19000000.0,2016-06-27,85241496.0,Nerve,6,2016,PG-13,Summer,Mystery,66241496.0
9725,25000000.0,2017-04-06,84618541.0,Going in Style,4,2017,PG-13,Spring,Crime,59618541.0
2794,35000000.0,2011-11-09,84606030.0,J. Edgar,11,2011,R,Holiday,Drama,49606030.0
12679,30000000.0,2015-09-17,84025816.0,Sicario,9,2015,R,Fall,Action,54025816.0
1406,50000000.0,2010-06-04,83761844.0,Marmaduke,6,2010,PG,Summer,Family,33761844.0
5056,50000000.0,2014-10-08,83719388.0,The Judge,10,2014,R,Fall,Drama,33719388.0
1706,32000000.0,2011-02-16,83615414.0,"Big Mommas: Like Father, Like Son",2,2011,PG-13,Winter,Crime,51615414.0
77,24000000.0,2010-08-20,83188165.0,Piranha 3D,8,2010,R,Summer,Comedy,59188165.0
118,25000000.0,2017-02-01,83080890.0,Rings,2,2017,PG-13,Winter,Horror,58080890.0
2777,45000000.0,2012-07-06,82966152.0,Savages,7,2012,R,Summer,Crime,37966152.0
5330,3000000.0,2012-03-29,82515113.0,Sinister,3,2012,R,Spring,Horror,79515113.0
5443,30000000.0,2013-10-16,82394288.0,Carrie,10,2013,R,Fall,Drama,52394288.0
247,30000000.0,2010-05-14,82148538.0,Letters to Juliet,5,2010,PG,Summer,Comedy,52148538.0
17396,15000000.0,2018-11-23,82124805.0,The Favourite,11,2018,R,Holiday,Drama,67124805.0
2664,35000000.0,2011-09-22,82087155.0,Abduction,9,2011,PG-13,Fall,Thriller,47087155.0
10111,35000000.0,2015-08-20,81967450.0,Hitman: Agent 47,8,2015,R,Summer,Action,46967450.0
15733,9000000.0,2016-10-20,81705746.0,Ouija: Origin of Evil,10,2016,PG-13,Fall,Horror,72705746.0
2601,12000000.0,2012-02-24,81272766.0,Act of Valor,2,2012,R,Winter,Action,69272766.0
13837,35000000.0,2016-11-24,81093313.0,Underworld: Blood Wars,11,2016,R,Holiday,Action,46093313.0
1231,30000000.0,2011-09-16,80630608.0,Tinker Tailor Soldier Spy,9,2011,R,Fall,Drama,50630608.0
3227,20000000.0,2010-08-18,80547866.0,Vampires Suck,8,2010,PG-13,Summer,Comedy,60547866.0
864,30000000.0,2018-01-18,80509622.0,Den of Thieves,1,2018,R,Winter,Action,50509622.0
7874,50000000.0,2014-03-20,80383290.0,Muppets Most Wanted,3,2014,PG,Spring,Comedy,30383290.0
242,23000000.0,2015-01-16,79799880.0,The Wedding Ringer,1,2015,R,Winter,Comedy,56799880.0
2554,40000000.0,2012-05-17,79700000.0,What to Expect When You're Expecting,5,2012,PG-13,Summer,Romance,39700000.0
14793,9000000.0,2016-11-18,78988148.0,Manchester by the Sea,11,2016,R,Holiday,Drama,69988148.0
1286,11000000.0,2014-08-21,78874843.0,If I Stay,8,2014,PG-13,Summer,Drama,67874843.0
20883,10000000.0,2018-05-18,78720293.0,Book Club,5,2018,PG-13,Summer,Comedy,68720293.0
10150,29000000.0,2016-04-07,78636257.0,The Boss,4,2016,R,Spring,Comedy,49636257.0
152,20000000.0,2013-04-11,78378744.0,Scary Movie 5,4,2013,PG-13,Spring,Comedy,58378744.0
184,60000000.0,2011-05-05,78309131.0,Priest,5,2011,PG-13,Summer,Horror,18309131.0
9316,10000000.0,2015-10-21,78096553.0,Paranormal Activity: The Ghost Dimension,10,2015,R,Fall,Horror,68096553.0
136,15000000.0,2011-08-06,78054825.0,Drive,8,2011,R,Summer,Drama,63054825.0
692,35000000.0,2010-04-23,77477008.0,The Back-Up Plan,4,2010,PG-13,Spring,Comedy,42477008.0
10557,33000000.0,2016-06-15,77068246.0,Mike and Dave Need Wedding Dates,6,2016,R,Summer,Comedy,44068246.0
528,12500000.0,2011-09-24,76338111.0,The Ides of March,9,2011,R,Fall,Drama,63838111.0
19997,60000000.0,2018-12-25,76073488.0,Vice,12,2018,R,Holiday,Drama,16073488.0
17319,35000000.0,2018-06-27,75836683.0,Sicario: Day of the Soldado,6,2018,R,Summer,Action,40836683.0
1838,52000000.0,2011-08-05,75450437.0,The Change-Up,8,2011,R,Summer,Comedy,23450437.0
10656,28000000.0,2018-05-30,75100000.0,Tag,5,2018,R,Summer,Comedy,47100000.0
948,8000000.0,2010-09-16,74952305.0,Easy A,9,2010,PG-13,Fall,Comedy,66952305.0
739,80000000.0,2010-01-28,74901339.0,Edge of Darkness,1,2010,R,Winter,Crime,-5098661.0
9672,55000000.0,2015-10-13,74679822.0,Crimson Peak,10,2015,R,Fall,Drama,19679822.0
124,40000000.0,2013-02-14,74597643.0,Escape from Planet Earth,2,2013,PG,Winter,Animation,34597643.0
15466,16000000.0,2016-03-17,73983359.0,Miracles from Heaven,3,2016,PG,Spring,Drama,57983359.0
18699,95000000.0,2019-12-19,73515024.0,Cats,12,2019,PG,Holiday,Fantasy,-21484976.0
17274,48000000.0,2019-11-14,73279888.0,Charlie's Angels,11,2019,PG-13,Holiday,Action,25279888.0
16162,100000000.0,2018-11-21,73260114.0,Robin Hood,11,2018,PG-13,Holiday,Adventure,-26739886.0
4942,17000000.0,2012-04-20,73244881.0,To Rome with Love,4,2012,R,Spring,Romance,56244881.0
10893,25000000.0,2015-09-03,72629670.0,The Transporter Refueled,9,2015,PG-13,Fall,Thriller,47629670.0
6805,16000000.0,2018-11-22,72282227.0,Second Act,11,2018,PG-13,Holiday,Romance,56282227.0
18501,45000000.0,2019-10-30,72281712.0,Doctor Sleep,10,2019,R,Fall,Horror,27281712.0
831,58000000.0,2010-10-13,71664962.0,RED,10,2010,PG-13,Fall,Action,13664962.0
6416,17000000.0,2013-11-15,71625195.0,The Best Man Holiday,11,2013,R,Holiday,Comedy,54625195.0
7255,50000000.0,2015-03-11,71561644.0,Run All Night,3,2015,R,Spring,Action,21561644.0
1514,65000000.0,2014-01-22,71154592.0,"I, Frankenstein",1,2014,PG-13,Winter,Horror,6154592.0
863,30000000.0,2012-04-12,71041255.0,The Cabin in the Woods,4,2012,R,Spring,Horror,41041255.0
7525,24000000.0,2014-06-20,70181428.0,Think Like a Man Too,6,2014,PG-13,Summer,Comedy,46181428.0
15597,60000000.0,2016-08-18,69929545.0,Kubo and the Two Strings,8,2016,PG,Summer,Animation,9929545.0
21929,20000000.0,2019-02-08,69766483.0,What Men Want,2,2019,R,Winter,Comedy,49766483.0
15221,50000000.0,2016-01-13,69411370.0,13 Hours: The Secret Soldiers of Benghazi,1,2016,R,Winter,Action,19411370.0
554,32000000.0,2010-08-26,69055695.0,Takers,8,2010,PG-13,Summer,Action,37055695.0
1560,28000000.0,2014-04-22,68896829.0,Brick Mansions,4,2014,PG-13,Spring,Action,40896829.0
5276,13000000.0,2013-03-14,68572378.0,The Call,3,2013,R,Spring,Crime,55572378.0
1015,68000000.0,2012-07-26,68267862.0,The Watch,7,2012,R,Summer,Action,267862.0
3994,16000000.0,2012-05-24,68263166.0,Moonrise Kingdom,5,2012,PG-13,Summer,Comedy,52263166.0
5612,30000000.0,2013-10-09,68129518.0,Stalingrad,10,2013,R,Fall,War,38129518.0
406,26000000.0,2010-01-21,67918658.0,Legion,1,2010,R,Winter,Horror,41918658.0
11918,22000000.0,2014-02-28,67800064.0,Son of God,2,2014,PG-13,Winter,Drama,45800064.0
14260,3000000.0,2015-08-28,67790117.0,War Room,8,2015,PG,Summer,Drama,64790117.0
11984,4000000.0,2019-09-07,67760877.0,A Beautiful Day in the Neighborhood,9,2019,PG,Fall,Drama,63760877.0
1105,1800000.0,2010-08-27,67738090.0,The Last Exorcism,8,2010,PG-13,Summer,Horror,65938090.0
3927,40000000.0,2014-06-05,67347013.0,Jersey Boys,6,2014,R,Summer,Music,27347013.0
1497,35000000.0,2018-01-16,67131266.0,12 Strong,1,2018,R,Winter,Drama,32131266.0
2498,70000000.0,2011-01-13,67112664.0,The Dilemma,1,2011,PG-13,Winter,Comedy,-2887336.0
22465,11936735.0,2019-01-11,66925842.0,White Snake,1,2019,G,Winter,Romance,54989107.0
7346,20000000.0,2012-06-29,66899242.0,Madea's Witness Protection,6,2012,PG-13,Summer,Drama,46899242.0
2393,10000000.0,2010-11-11,66821036.0,Skyline,11,2010,PG-13,Holiday,Science Fiction,56821036.0
21946,1000000.0,2018-08-24,66265218.0,Searching,8,2018,PG-13,Summer,Thriller,65265218.0
3137,25000000.0,2015-04-16,65663276.0,The Age of Adaline,4,2015,PG-13,Spring,Fantasy,40663276.0
1606,20000000.0,2010-08-31,65464324.0,The American,8,2010,R,Summer,Crime,45464324.0
13003,40000000.0,2017-08-11,65146020.0,The Nut Job 2: Nutty by Nature,8,2017,PG,Summer,Family,25146020.0
110,35000000.0,2011-05-05,65090821.0,Something Borrowed,5,2011,PG-13,Summer,Comedy,30090821.0
17161,4000000.0,2016-10-21,65046687.0,Moonlight,10,2016,R,Fall,Drama,61046687.0
493,30000000.0,2011-12-22,64626786.0,The Darkest Hour,12,2011,PG-13,Holiday,Horror,34626786.0
767,36000000.0,2010-03-26,64572262.0,Hot Tub Time Machine,3,2010,R,Spring,Science Fiction,28572262.0
11418,125000000.0,2016-12-26,64493915.0,Monster Trucks,12,2016,PG,Holiday,Action,-60506085.0
10089,24000000.0,2016-12-16,64414761.0,Fences,12,2016,PG-13,Holiday,Drama,40414761.0
11676,34000000.0,2013-12-24,64197205.0,The House of Magic,12,2013,G,Holiday,Family,30197205.0
14400,10000000.0,2016-01-22,64188367.0,The Boy,1,2016,PG-13,Winter,Horror,54188367.0
10814,3300000.0,2015-01-29,64110728.0,The Lazarus Effect,1,2015,PG-13,Winter,Thriller,60810728.0
1704,3860000.0,2013-01-10,64076736.0,The Grandmaster,1,2013,PG-13,Winter,Action,60216736.0
328,30000000.0,2011-04-07,63782078.0,Hanna,4,2011,PG-13,Spring,Action,33782078.0
88,22000000.0,2016-02-05,63647656.0,"Hail, Caesar!",2,2016,PG-13,Winter,Comedy,41647656.0
454,24000000.0,2011-10-06,63543328.0,Footloose,10,2011,PG-13,Fall,Drama,39543328.0
5705,8000000.0,2013-09-07,63464861.0,Begin Again,9,2013,R,Fall,Comedy,55464861.0
6154,30000000.0,2013-02-07,63372757.0,Side Effects,2,2013,R,Winter,Thriller,33372757.0
2007,44000000.0,2013-03-22,63327201.0,The Host,3,2013,PG-13,Spring,Action,19327201.0
2074,25000000.0,2012-01-12,63100000.0,Contraband,1,2012,R,Winter,Thriller,38100000.0
10246,34000000.0,2015-04-09,63013281.0,The Longest Ride,4,2015,PG-13,Spring,Drama,29013281.0
13816,1000000.0,2015-04-17,62882090.0,Unfriended,4,2015,R,Spring,Horror,61882090.0
7419,35000000.0,2017-10-05,62832209.0,The Mountain Between Us,10,2017,PG-13,Fall,Romance,27832209.0
14156,50000000.0,2016-05-15,62788218.0,The Nice Guys,5,2016,R,Summer,Comedy,12788218.0
8514,30000000.0,2013-09-24,62616646.0,Runner Runner,9,2013,R,Fall,Crime,32616646.0
8687,11000000.0,2015-10-20,62076141.0,Brooklyn,10,2015,PG-13,Fall,Drama,51076141.0
14319,15000000.0,2015-11-26,61788393.0,Krampus,11,2015,PG-13,Holiday,Horror,46788393.0
148,130000000.0,2013-07-18,61648500.0,R.I.P.D.,7,2013,PG-13,Summer,Fantasy,-68351500.0
17210,10000000.0,2017-05-18,61621140.0,"Everything, Everything",5,2017,PG-13,Summer,Drama,51621140.0
415,70000000.0,2014-01-10,61279452.0,The Legend of Hercules,1,2014,PG-13,Winter,Action,-8720548.0
13013,35000000.0,2015-09-30,61181942.0,The Walk,9,2015,PG,Fall,Adventure,26181942.0
4461,22000000.0,2011-07-16,61037844.0,From Up on Poppy Hill,7,2011,PG,Summer,Animation,39037844.0
3155,40000000.0,2011-07-27,60965854.0,Colombiana,7,2011,PG-13,Summer,Action,20965854.0
8303,42000000.0,2017-05-03,60845711.0,Snatched,5,2017,R,Summer,Action,18845711.0
3105,28000000.0,2013-07-17,60700000.0,Kick-Ass 2,7,2013,R,Summer,Action,32700000.0
14352,12000000.0,2015-09-11,60273173.0,The Perfect Guy,9,2015,PG-13,Fall,Thriller,48273173.0
388,35000000.0,2010-08-20,60251371.0,Secretariat,8,2010,PG,Summer,Drama,25251371.0
560,45000000.0,2010-02-12,60222298.0,The Ghost Writer,2,2010,PG-13,Winter,Thriller,15222298.0
7558,2500000.0,2013-01-11,60141683.0,A Haunted House,1,2013,R,Winter,Comedy,57641683.0
1402,20000000.0,2010-04-02,60072596.0,Why Did I Get Married Too?,4,2010,PG-13,Spring,Comedy,40072596.0
2337,60000000.0,2013-02-13,60052138.0,Beautiful Creatures,2,2013,PG-13,Winter,Fantasy,52138.0
18325,120000000.0,2018-10-26,59522646.0,The Nutcracker and the Four Realms,10,2018,PG,Fall,Fantasy,-60477354.0
1209,75000000.0,2012-06-13,59418613.0,Rock of Ages,6,2012,PG-13,Summer,Comedy,-15581387.0
2381,15000000.0,2011-03-02,59389433.0,One Day,3,2011,PG-13,Spring,Drama,44389433.0
15352,30000000.0,2017-01-01,59284015.0,Molly's Game,1,2017,R,Winter,Crime,29284015.0
15241,5000000.0,2015-07-30,58978653.0,The Gift,7,2015,R,Summer,Thriller,53978653.0
534,40000000.0,2010-11-10,58785180.0,Morning Glory,11,2010,PG-13,Holiday,Comedy,18785180.0
769,70000000.0,2012-06-14,58058367.0,That's My Boy,6,2012,R,Summer,Comedy,-11941633.0
22007,6000000.0,2019-08-21,57615777.0,Ready or Not,8,2019,R,Summer,Horror,51615777.0
20806,30000000.0,2018-02-02,57076286.0,The 15:17 to Paris,2,2018,PG-13,Winter,Drama,27076286.0
17919,50000000.0,2017-12-21,56996304.0,All the Money in the World,12,2017,R,Holiday,Thriller,6996304.0
18223,5000000.0,2017-03-30,56303596.0,The Big Sick,3,2017,R,Spring,Comedy,51303596.0
1452,16000000.0,2010-03-12,56032889.0,Remember Me,3,2010,PG-13,Spring,Drama,40032889.0
1703,25000000.0,2012-08-15,56012642.0,The Odd Life of Timothy Green,8,2012,PG,Summer,Fantasy,31012642.0
2727,50000000.0,2016-02-06,55969000.0,Zoolander 2,2,2016,PG-13,Winter,Comedy,5969000.0
1376,30000000.0,2010-02-26,55583804.0,Cop Out,2,2010,R,Winter,Action,25583804.0
91,40000000.0,2011-12-24,55247881.0,Extremely Loud & Incredibly Close,12,2011,PG-13,Holiday,Drama,15247881.0
145,5000000.0,2013-11-17,55198285.0,Dallas Buyers Club,11,2013,R,Holiday,Drama,50198285.0
13550,20000000.0,2016-04-15,55030051.0,Barbershop: The Next Cut,4,2016,PG-13,Spring,Comedy,35030051.0
1386,68000000.0,2017-12-22,55003890.0,Downsizing,12,2017,R,Holiday,Comedy,-12996110.0
62,20000000.0,2010-02-26,54956140.0,The Crazies,2,2010,R,Winter,Mystery,34956140.0
7036,13000000.0,2014-10-09,54837234.0,St. Vincent,10,2014,PG-13,Fall,Comedy,41837234.0
22,30000000.0,2012-04-13,54819301.0,The Three Stooges,4,2012,PG,Spring,Comedy,24819301.0
92,32000000.0,2011-05-18,54674226.0,The Tree of Life,5,2011,PG-13,Summer,Drama,22674226.0
4320,5000000.0,2015-08-26,54418872.0,No Escape,8,2015,R,Summer,Action,49418872.0
18435,11000000.0,2017-12-08,53939297.0,"I, Tonya",12,2017,R,Holiday,Drama,42939297.0
6876,40000000.0,2019-05-02,53847136.0,Long Shot,5,2019,R,Summer,Comedy,13847136.0
5903,13200000.0,2014-09-10,53830415.0,No Good Deed,9,2014,PG-13,Fall,Crime,40630415.0
20230,32000000.0,2019-12-13,53774397.0,Bombshell,12,2019,R,Holiday,Drama,21774397.0
694,26000000.0,2012-08-29,53676580.0,Lawless,8,2012,R,Summer,Crime,27676580.0
16567,50000000.0,2018-01-26,53431158.0,Early Man,1,2018,PG,Winter,Family,3431158.0
9871,47000000.0,2013-12-13,53396354.0,A Madea Christmas,12,2013,PG-13,Holiday,Comedy,6396354.0
4375,25000000.0,2011-04-22,53213633.0,Madea's Big Happy Family,4,2011,PG-13,Spring,Comedy,28213633.0
17,28000000.0,2014-09-18,53181600.0,A Walk Among the Tombstones,9,2014,R,Fall,Crime,25181600.0
10330,10000000.0,2015-08-19,52882018.0,Sinister 2,8,2015,R,Summer,Horror,42882018.0
7055,28000000.0,2014-02-14,52597999.0,3 Days to Kill,2,2014,PG-13,Winter,Action,24597999.0
889,16000000.0,2011-02-04,52545707.0,The Roommate,2,2011,PG-13,Winter,Thriller,36545707.0
8032,15000000.0,2014-01-16,52501541.0,Wild,1,2014,R,Winter,Drama,37501541.0
11813,4000000.0,2015-01-23,52425855.0,The Boy Next Door,1,2015,R,Winter,Thriller,48425855.0
11036,36000000.0,2014-09-11,52424533.0,Dolphin Tale 2,9,2014,PG,Fall,Family,16424533.0
13180,25000000.0,2015-11-20,52395996.0,The Night Before,11,2015,R,Holiday,Comedy,27395996.0
278,20000000.0,2012-10-10,52302796.0,Silent Hill: Revelation 3D,10,2012,R,Fall,Thriller,32302796.0
5992,80000000.0,2016-01-25,52099090.0,The Finest Hours,1,2016,PG-13,Winter,Action,-27900910.0
20782,32000000.0,2018-04-19,51748264.0,I Feel Pretty,4,2018,PG-13,Spring,Comedy,19748264.0
11003,35000000.0,2015-05-08,51680201.0,Hot Pursuit,5,2015,PG-13,Summer,Action,16680201.0
8766,26000000.0,2013-10-10,51164106.0,Delivery Man,10,2013,PG-13,Fall,Comedy,25164106.0
1674,30000000.0,2010-11-18,51148651.0,The Next Three Days,11,2010,PG-13,Holiday,Romance,21148651.0
86,40000000.0,2011-01-13,51070807.0,The Mechanic,1,2011,R,Winter,Action,11070807.0
10685,16800000.0,2014-07-25,51029361.0,Magic in the Moonlight,7,2014,PG-13,Summer,Comedy,34229361.0
696,20000000.0,2010-09-17,50500000.0,Alpha and Omega,9,2010,PG,Fall,Animation,30500000.0
105,58000000.0,2012-01-19,50365377.0,Red Tails,1,2012,PG-13,Winter,Drama,-7634623.0
12414,35000000.0,2015-11-12,50363790.0,Concussion,11,2015,PG-13,Holiday,Drama,15363790.0
10692,8500000.0,2014-10-23,50300000.0,Nightcrawler,10,2014,R,Fall,Crime,41800000.0
245,19000000.0,2010-05-11,49830607.0,The Switch,5,2010,PG-13,Summer,Comedy,30830607.0
173,20000000.0,2010-03-11,49779728.0,She's Out of My League,3,2010,R,Spring,Comedy,29779728.0
3313,30000000.0,2015-06-03,49263404.0,Entourage,6,2015,R,Summer,Comedy,19263404.0
17078,12700000.0,2016-07-27,49196532.0,Operation Chromite,7,2016,R,Summer,History,36496532.0
1112,21000000.0,2010-04-15,49050886.0,Death at a Funeral,4,2010,R,Spring,Comedy,28050886.0
4659,12500000.0,2014-02-14,49002684.0,About Last Night,2,2014,R,Winter,Comedy,36502684.0
176,90000000.0,2011-08-17,48795021.0,Conan the Barbarian,8,2011,R,Summer,Adventure,-41204979.0
16815,25000000.0,2016-04-28,48782670.0,Mother's Day,4,2016,PG-13,Spring,Comedy,23782670.0
21579,15000000.0,2018-07-30,48686605.0,BlacKkKlansman,7,2018,R,Summer,Crime,33686605.0
1234,120000000.0,2010-12-17,48668907.0,How Do You Know,12,2010,PG-13,Holiday,Comedy,-71331093.0
18163,29000000.0,2017-08-17,48453605.0,Logan Lucky,8,2017,PG-13,Summer,Action,19453605.0
19908,25000000.0,2017-10-20,48333932.0,Boo 2! A Madea Halloween,10,2017,PG-13,Fall,Horror,23333932.0
1596,44000000.0,2010-05-01,48190704.0,Charlie St. Cloud,5,2010,PG-13,Summer,Drama,4190704.0
4900,7000000.0,2012-09-20,48126384.0,End of Watch,9,2012,R,Fall,Crime,41126384.0
3620,13000000.0,2013-03-01,48065672.0,21 & Over,3,2013,R,Spring,Comedy,35065672.0
18865,35000000.0,2017-12-25,47756590.0,Phantom Thread,12,2017,R,Holiday,Drama,12756590.0
49,60000000.0,2010-08-12,47664559.0,Scott Pilgrim vs. the World,8,2010,PG-13,Summer,Action,-12335441.0
4468,23000000.0,2013-12-18,47351251.0,Her,12,2013,R,Holiday,Romance,24351251.0
2638,18000000.0,2011-04-08,47088990.0,Soul Surfer,4,2011,PG,Spring,Family,29088990.0
22343,33000000.0,2019-10-24,47088457.0,21 Bridges,10,2019,R,Fall,Crime,14088457.0
319,7000000.0,2020-02-12,47078545.0,Fantasy Island,2,2020,PG-13,Winter,Adventure,40078545.0
930,30000000.0,2012-09-26,47042000.0,Looper,9,2012,R,Fall,Action,17042000.0
22367,9000000.0,2019-07-03,46890297.0,Midsommar,7,2019,R,Summer,Horror,37890297.0
2429,42000000.0,2012-01-13,46221189.0,Man on a Ledge,1,2012,PG-13,Winter,Action,4221189.0
